seed_id,decade,citing_openalex_id,citing_doi,citing_year,citing_type,citing_language,citing_is_oa,citing_oa_url,citing_primary_field,citing_primary_source,citing_title,extraction_attempted,recovery_recommendation
meadows_1972_limits_to_growth,1980s,https://openalex.org/W2038464913,https://doi.org/10.2190/wtmu-vhgd-ld26-8a59,1981,article,en,False,,Decision Sciences,Journal of Environmental Systems,The Man-Habitat System and Multi-Use Projects: Description and Representation,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1970s,https://openalex.org/W2010066993,https://doi.org/10.1080/01944367408977453,1974,article,en,False,,Health Professions,Journal of the American Institute of Planners,"Social Territory, Community Health and Urban Planning",no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1970s,https://openalex.org/W2011768338,https://doi.org/10.1080/00323267708401588,1977,article,en,False,,Arts and Humanities,Politics,Doomsayers and eco‐nuts: A critique of the ecology movement,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1970s,https://openalex.org/W2083683197,https://doi.org/10.1111/j.1759-3441.1974.tb00743.x,1974,article,en,False,,"Economics, Econometrics and Finance",Economic Papers A journal of applied economics and policy,SOCIAL INDICATORS AND ECONOMIC WELFARE*,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W1998863510,https://doi.org/10.1080/0260137860050103,1986,article,en,False,,"Business, Management and Accounting",International Journal of Lifelong Education,Proaction for a change: Some guidelines for the future,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1970s,https://openalex.org/W1980806202,https://doi.org/10.1080/02589347908704760,1979,article,en,False,,Social Sciences,Politikon,Contemporary trends and issues in the theory of development,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W2085788606,https://doi.org/10.1017/s0260210500115359,1981,article,en,False,,"Economics, Econometrics and Finance",Review of International Studies,International political economy: problems and issues—Part I,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1970s,https://openalex.org/W4247987410,https://doi.org/10.1179/isr.1976.1.1.1,1976,article,en,False,,Decision Sciences,Interdisciplinary Science Reviews,Promises and Problems of Science: Some Economic and Ethical Aspects,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1970s,https://openalex.org/W2038812590,https://doi.org/10.1007/bf02138787,1973,article,en,False,,Computer Science,Interchange,Some general tactics for creating alternative educational futures,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W2103996067,https://doi.org/10.1002/bs.3830340102,1989,article,en,False,,Decision Sciences,Systems Research and Behavioral Science,Computer simulation: A personal view,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1970s,https://openalex.org/W2106580036,https://doi.org/10.1111/j.1541-0072.1974.tb01134.x,1974,article,en,False,,Environmental Science,Policy Studies Journal,POPULATION POLICY RESEARCH AND POLITICAL SCIENCE,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W1988643976,https://doi.org/10.1007/bf02717348,1981,article,en,False,,Social Sciences,Studies in Comparative International Development,Economic development and the quality of life: A structural analysis of the Modernizer’s dilemma,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1970s,https://openalex.org/W2074537605,https://doi.org/10.1111/j.1752-1688.1974.tb00584.x,1974,article,en,False,,Decision Sciences,JAWRA Journal of the American Water Resources Association,ON THE MEASUREMENT OF ENVIRONMENTAL IMPACTS OF PUBLIC PROJECTS FROM A SOCIOLOGICAL PERSPECTIVE<sup>1</sup>,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W1842753184,https://doi.org/10.2307/3349869,1983,article,en,False,,Environmental Science,The Milbank Memorial Fund Quarterly Health and Society,The Elderly: An International Policy Perspective,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1970s,https://openalex.org/W1968073465,https://doi.org/10.1111/j.1467-7660.1978.tb00785.x,1978,article,en,False,,Social Sciences,Development and Change,The Long View of Economic Development: New Theories,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W2018147796,https://doi.org/10.2118/14054-ms,1986,article,en,False,,Engineering,International Meeting on Petroleum Engineering,Computer Modeling for Strategic Planning of Petroleum Exploration and Production,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1970s,https://openalex.org/W2069633570,https://doi.org/10.2190/92v0-k6qu-53te-dapf,1972,article,en,False,,"Business, Management and Accounting",Journal of Environmental Systems,Attaining Environmental Quality: The Role of the Technical Decision-Maker,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1970s,https://openalex.org/W2482080688,https://doi.org/10.1007/978-1-349-05069-7_14,1978,book-chapter,en,False,,"Economics, Econometrics and Finance",Palgrave Macmillan UK eBooks,“Resource Constraints”: A Problem of the Japanese Economy,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W4250790371,https://doi.org/10.1057/978-1-349-95121-5_966-1,1987,book-chapter,en,False,,"Economics, Econometrics and Finance",The New Palgrave Dictionary of Economics,Limits to Growth,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W5639183,https://doi.org/10.1016/b978-0-08-033909-2.50008-1,1987,book-chapter,en,False,,Social Sciences,Elsevier eBooks,Teaching the Relevance of Science for Society: The Science in Society Project,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W1968279649,https://doi.org/10.1108/eb054854,1980,article,en,False,,Computer Science,Library Management,Informative Futures: Computer Simulation for Library Management,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1970s,https://openalex.org/W2001176762,https://doi.org/10.2753/jes1097-203x07033,1979,article,en,False,,Social Sciences,Japanese Economic Studies,The Aging of Population and Economic Growth in Japan,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W2009537666,https://doi.org/10.1080/0260293850100202,1985,article,en,False,,Social Sciences,Assessment & Evaluation in Higher Education,PERCEPTIONS BY VI FORM STUDENTS OF COURSES IN BUSINESS STUDIES AND ENGINEERING EMPLOYING A MULTI‐ATTRIBUTE MODEL,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W2021583654,https://doi.org/10.1111/j.1749-6632.1987.tb37642.x,1987,review,en,False,,Social Sciences,Annals of the New York Academy of Sciences,What's Wrong with the Environment?,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1970s,https://openalex.org/W2023020610,https://doi.org/10.1111/j.1541-0064.1976.tb00218.x,1976,article,fr,False,,Social Sciences,Canadian Geographies / Géographies canadiennes,DIVERSITÉ DES RESSOURCES DANS l'ENVIRONNEMENT CANADIEN,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1970s,https://openalex.org/W2038622379,https://doi.org/10.2190/qd57-j6mv-7nme-hr1u,1978,article,en,False,,Psychology,Journal of Environmental Systems,Man/Environment Relations: A Preliminary Behavioral Model,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1970s,https://openalex.org/W2074741360,https://doi.org/10.1080/02604027.1979.9971909,1979,article,en,False,,Social Sciences,The Philosophy Forum,"Global education, interdependence, and nationalism",no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1970s,https://openalex.org/W2074836523,https://doi.org/10.1080/10570317409373803,1974,article,en,False,,Arts and Humanities,Western Speech,"New Orleans, wingspread, and pheasant run briefly revisited",no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W2086187136,https://doi.org/10.1007/bf03186617,1988,article,en,False,,Health Professions,International Journal of Value-Based Management,Food distribution as a form of terrorism: He who controls the food controls the people,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1970s,https://openalex.org/W2104046734,https://doi.org/10.1002/piuz.19740050303,1974,article,de,False,,Engineering,Physik in unserer Zeit,Wachstumsschwierigkeiten Bemerkungen zum Thema „Wachstum und Qualität”,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1970s,https://openalex.org/W2151471696,https://doi.org/10.1111/j.1745-4557.1977.tb00946.x,1977,article,en,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1745-4557.1977.tb00946.x,Agricultural and Biological Sciences,Journal of Food Quality,FOOD PROCESSING NEEDS OF DEVELOPING COUNTRIES,no,"OA URL present, not sampled in this run — extend automated extraction first"
meadows_1972_limits_to_growth,1970s,https://openalex.org/W2201379521,https://doi.org/10.1007/978-94-011-9485-3_3,1973,book-chapter,en,False,,Earth and Planetary Sciences,,The Richness of the Sea: Minerals,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1970s,https://openalex.org/W2313558728,https://doi.org/10.1080/09613217608550461,1976,article,fr,False,,Social Sciences,Batiment International Building Research and Practice,Construction avec des aciers profilés légers,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1970s,https://openalex.org/W2316723663,https://doi.org/10.1080/10464883.1974.11102522,1974,article,en,False,,Engineering,Journal of Architectural Education,Title: Applied Integrated Axiomorphomethochronology,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W2319512406,https://doi.org/10.2747/0272-3638.8.4.353,1987,review,en,False,,Social Sciences,Urban Geography,PROGRESS REPORT: TWENTY-FIVE YEARS OF FEDERAL COMMISSIONS: A REVIEW,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W2481693470,https://doi.org/10.1007/978-1-349-08086-1_9,1987,book-chapter,en,False,,"Economics, Econometrics and Finance",Palgrave Macmillan UK eBooks,Changing Social Values and Lifestyles: From a Consumer Towards a Conserver Society?,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W2577824640,,1989,article,en,False,,Environmental Science,,"EXTERRALITIES: ECOROHICS "" TBERH>DYHAHICS",no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1970s,https://openalex.org/W259109867,https://doi.org/10.1007/978-1-4615-8864-1_24,1977,book-chapter,en,False,,Environmental Science,,Information Values of Remote Sensing,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W27518313,https://doi.org/10.17236/sat00054,1983,article,en,False,,Medicine,,The Relationship of Science to the North-South Dialogue,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W4211054455,https://doi.org/10.4324/9780203419359.bmatt,1989,book-chapter,en,False,,Social Sciences,,Bibliography,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W4211244486,https://doi.org/10.1002/aehe.3640130911,1984,article,en,False,,Social Sciences,ASHE-ERIC/Higher Education Research Report,References,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1970s,https://openalex.org/W4230547966,https://doi.org/10.1007/978-1-4613-4229-8_1,1977,book-chapter,en,False,,Decision Sciences,,Introduction,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1970s,https://openalex.org/W4232887257,https://doi.org/10.1016/b978-0-444-99779-1.50012-6,1979,book-chapter,en,False,,,Developments in economic geology,Conclusions,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1970s,https://openalex.org/W2088678796,https://doi.org/10.1080/00958964.1978.10801875,1978,article,en,False,,Environmental Science,The Journal of Environmental Education,The “New Environmental Paradigm”,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1970s,https://openalex.org/W2053216029,https://doi.org/10.2307/1056148,1975,article,en,False,,Energy,Southern Economic Journal,Energy and Economic Myths,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W1988429268,https://doi.org/10.1017/cbo9780511628375.011,1980,book-chapter,en,False,,"Economics, Econometrics and Finance",Cambridge University Press eBooks,THE OPTIMAL DEPLETION OF EXHAUSTIBLE RESOURCES,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W2078144924,https://doi.org/10.2307/1962290,1981,article,en,False,,Social Sciences,American Political Science Review,Post-Materialism in an Environment of Insecurity,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1970s,https://openalex.org/W2170376823,https://doi.org/10.1037/h0034936,1973,article,en,False,,Environmental Science,American Psychologist,Ecology: Let's hear from the people: An objective scale for the measurement of ecological attitudes and knowledge.,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W2045488269,https://doi.org/10.1177/000276428002400103,1980,article,en,False,,Social Sciences,American Behavioral Scientist,A New Ecological Paradigm for Post-Exuberant Sociology,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1970s,https://openalex.org/W2028731944,https://doi.org/10.1037/0021-9010.62.2.194,1977,article,en,False,,Decision Sciences,Journal of Applied Psychology,Managerial myopia: Self-serving biases in organizational planning.,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W2083179788,https://doi.org/10.2307/2233764,1989,article,en,False,,"Economics, Econometrics and Finance",The Economic Journal,The Economics of Development: A Survey,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W2170949745,https://doi.org/10.1016/0921-8009(89)90020-7,1989,article,en,False,,"Economics, Econometrics and Finance",Ecological Economics,What is ecological economics?,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1970s,https://openalex.org/W1976516976,https://doi.org/10.1177/009365027600300207,1976,article,en,False,,Social Sciences,Communication Research,Communication and Development,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W2136115767,https://doi.org/10.1016/0921-8009(89)90023-2,1989,article,en,False,,Environmental Science,Ecological Economics,The case for methodological pluralism,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W2145926668,https://doi.org/10.1146/annurev.so.13.080187.002341,1987,article,en,False,,Environmental Science,Annual Review of Sociology,New Directions in Environmental Sociology,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W2050753866,https://doi.org/10.1086/208861,1981,article,en,False,,Environmental Science,Journal of Consumer Research,Voluntary Simplicity Lifestyles and Energy Conservation,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W2093103361,https://doi.org/10.1002/sdr.4260030205,1987,article,en,False,,Decision Sciences,System Dynamics Review,Lessons from system dynamics modeling,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W2120824421,https://doi.org/10.5465/amr.1980.4288836,1980,article,en,False,,Social Sciences,Academy of Management Review,"Career Transitions: Varieties and Commonalities<sup>,</sup>",no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W1969353130,https://doi.org/10.1002/sdr.4260020207,1986,article,en,False,,Decision Sciences,System Dynamics Review,Problems with causal‐loop diagrams,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W1513988406,,1983,article,en,False,,Psychology,PubMed,Preventing adolescent drug abuse. Intervention strategies.,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1980s,https://openalex.org/W2071114591,https://doi.org/10.1016/0377-2217(83)90257-6,1983,article,en,False,,Decision Sciences,European Journal of Operational Research,Model validation in operations research,no,no OA URL and not attempted — library physical/digital lookup required
meadows_1972_limits_to_growth,1970s,https://openalex.org/W2083331146,https://doi.org/10.1177/003754977101600202,1971,article,en,False,,Environmental Science,SIMULATION,Counterintuitive Behavior of Social Systems,no,no OA URL and not attempted — library physical/digital lookup required
