seed_id,citing_openalex_id,citing_doi,citing_mag,citing_pmid,citing_year,citing_decade,citing_type,citing_type_crossref,citing_is_retracted,citing_language,citing_cited_by_count,citing_primary_topic,citing_primary_field,citing_primary_subfield,citing_primary_source,citing_is_oa,citing_oa_url,citing_title,cites_target_ids,cites_n_target_editions
meadows_1972_limits_to_growth,https://openalex.org/W4388710805,https://doi.org/10.55737/qjss.610701686,,,2023,2020s,article,,False,en,7,COVID-19 impact on air quality,Environmental Science,Global and Planetary Change,Qlantic journal of social sciences.,True,https://qlantic.com/qjss/papers/wiUzmtvn2L.pdf,The Role of Social Media Campaigns in Raising Awareness about Smog (Climate Change) and Encouraging Sustainable Behaviors,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4392860373,https://doi.org/10.30965/27507955-20230030,,,2024,2020s,article,,False,en,7,"Religion, Ecology, and Ethics",Social Sciences,Sociology and Political Science,Religion and Development,True,https://brill.com/downloadpdf/view/journals/rnd/2/3/article-p339_1.pdf,Religion and Ecology: Perspectives on Environment and Sustainability across Religious Traditions,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4392947218,https://doi.org/10.1016/j.indic.2024.100379,,,2024,2020s,article,,False,en,7,Environmental Impact and Sustainability,Environmental Science,Environmental Engineering,Environmental and Sustainability Indicators,True,https://doi.org/10.1016/j.indic.2024.100379,The illusion of the Holy Grail of decoupling: Are there countries with relatively high SDGI and moderately low ecological footprint?,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4396519035,https://doi.org/10.3390/su16093725,,,2024,2020s,article,,False,en,7,Sustainability in Higher Education,Social Sciences,Education,Sustainability,True,https://www.mdpi.com/2071-1050/16/9/3725/pdf?version=1714393553,Greater than the Sum of Its Parts: Combining Entrepreneurial and Sustainable Competencies in Entrepreneurship Education,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4396972821,https://doi.org/10.3389/fenvs.2024.1370568,,,2024,2020s,article,,False,en,7,Climate Change Communication and Perception,Social Sciences,Sociology and Political Science,Frontiers in Environmental Science,True,https://www.frontiersin.org/articles/10.3389/fenvs.2024.1370568/pdf?isPublishedV2=False,Analysis of green deal communication on twitter: environmental and political perspective,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4399756448,https://doi.org/10.1177/0308518x241260588,,,2024,2020s,article,,False,en,7,Global Energy and Sustainability Research,Energy,"Renewable Energy, Sustainability and the Environment",Environment and Planning A Economy and Space,True,https://journals.sagepub.com/doi/pdf/10.1177/0308518X241260588,Governing as valuing: Assetization and the making of the Norwegian oil fund,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4405511476,https://doi.org/10.1002/sres.3120,,,2024,2020s,article,,False,en,7,Complex Systems and Decision Making,Decision Sciences,Management Science and Operations Research,Systems Research and Behavioral Science,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/sres.3120,N‐Factorial Scenarios: A Systems‐Theoretical Approach to Scenario‐Planning,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4406696583,https://doi.org/10.1080/21598282.2025.2448920,,,2025,2020s,article,,False,en,7,Global Energy and Sustainability Research,Energy,"Renewable Energy, Sustainability and the Environment",International Critical Thought,False,,"Energy Dilemmas: Climate Change, Creative Destruction and Inclusive Carbon-Neutral Modernization Path Transitions",W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W7115598951,https://doi.org/10.1080/03085147.2025.2590940,,,2025,2020s,article,,False,en,7,Water Governance and Infrastructure,Social Sciences,Political Science and International Relations,Economy and Society,True,https://www.tandfonline.com/doi/pdf/10.1080/03085147.2025.2590940?needAccess=true,(Post-)growth infrastructures,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W2905910294,https://doi.org/10.1007/978-3-030-03691-1_3,2905910294,,2018,2010s,book-chapter,,False,en,6,Complex Systems and Decision Making,Decision Sciences,Management Science and Operations Research,,False,,Global Transformation as a Collective Leadership Challenge,W2079238586|W3145345180,2
meadows_1972_limits_to_growth,https://openalex.org/W2959928125,https://doi.org/10.25082/reie.2019.01.001,2959928125,,2019,2010s,review,,False,en,6,Process Optimization and Integration,Engineering,Control and Systems Engineering,Resources Environment and Information Engineering,True,https://www.syncsci.com/journal/REIE/article/download/295/233,"Pinch analysis, as a technique for optimising resource utilisation and promoting environmental sustainability: A review of recent case studies from the developing world and transition economies",W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W3168399188,https://doi.org/10.1080/00472336.2021.1933139,3168399188,,2021,2020s,article,,False,en,6,Psychological Well-being and Life Satisfaction,Psychology,Social Psychology,Journal of Contemporary Asia,False,,The Two Faces of Gross National Happiness: Can Bhutan’s Nation-Building Strategy Also Be a Sustainable Alternative Development Paradigm?,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4223553458,https://doi.org/10.3390/bs12040103,,https://pubmed.ncbi.nlm.nih.gov/35447675,2022,2020s,article,,False,en,6,Ethics and Social Impacts of AI,Social Sciences,Safety Research,Behavioral Sciences,True,https://www.mdpi.com/2076-328X/12/4/103/pdf?version=1649734738,Behavioral Ethics Ecologies of Human-Artificial Intelligence Systems,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4226175293,https://doi.org/10.1007/978-3-030-51812-7_125-1,,,2022,2020s,book-chapter,,False,en,6,Land Use and Ecosystem Services,Environmental Science,Global and Planetary Change,,False,,Circular Cities,W2079238586|W3145345180,2
meadows_1972_limits_to_growth,https://openalex.org/W4252972329,https://doi.org/10.1007/978-3-319-67286-1_55,,,2020,2020s,book-chapter,,False,en,6,Urban Green Space and Health,Environmental Science,"Health, Toxicology and Mutagenesis",Springer international handbooks of education,False,,Fostering an Ecological Worldview in Children: Rethinking Children and Nature in Early Childhood Education from a Japanese Perspective,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4281557950,https://doi.org/10.1017/pds.2022.186,,,2022,2020s,article,,False,en,6,Complex Systems and Decision Making,Decision Sciences,Management Science and Operations Research,Proceedings of the Design Society,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/50F6BFA4AFA1E54B7216928690517C73/S2732527X22001869a.pdf/div-class-title-towards-a-contemporary-design-framework-for-systems-of-systems-resilience-div.pdf,Towards a Contemporary Design Framework for Systems-of-Systems Resilience,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4298118919,https://doi.org/10.1155/2022/1193891,,,2022,2020s,article,,False,en,6,Complex Systems and Decision Making,Decision Sciences,Management Science and Operations Research,Complexity,True,https://downloads.hindawi.com/journals/complexity/2022/1193891.pdf,An Inquiry into Model Validity When Addressing Complex Sustainability Challenges,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4386220326,https://doi.org/10.3390/su151712950,,,2023,2020s,article,,False,en,6,Ecosystem dynamics and resilience,Environmental Science,Global and Planetary Change,Sustainability,True,https://www.mdpi.com/2071-1050/15/17/12950/pdf?version=1693212554,Global Discontinuity: Time for a Paradigm Shift in Global Scenario Analysis,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4386226241,https://doi.org/10.1016/j.eist.2023.100765,,,2023,2020s,article,,False,en,6,Global Energy and Sustainability Research,Energy,"Renewable Energy, Sustainability and the Environment",Environmental Innovation and Societal Transitions,False,,Long-term country-level evidence of major but uneven ruptures in the landscape of industrial modernity,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4396700055,https://doi.org/10.1016/j.procir.2024.01.030,,,2024,2020s,article,,False,en,6,Service and Product Innovation,"Business, Management and Accounting",Marketing,Procedia CIRP,True,https://doi.org/10.1016/j.procir.2024.01.030,A model-based Approach to assess the Circularity of Product-Service Systems,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4401698856,https://doi.org/10.3390/su16167114,,,2024,2020s,article,,False,en,6,Innovative Approaches in Technology and Social Development,"Business, Management and Accounting",Management of Technology and Innovation,Sustainability,True,https://www.mdpi.com/2071-1050/16/16/7114/pdf?version=1724076270,Transformative Social Innovation as a Guideline to Enhance the Sustainable Development Goals’ Framework,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4402462105,https://doi.org/10.1016/j.esg.2024.100220,,https://pubmed.ncbi.nlm.nih.gov/40771906,2024,2020s,article,,False,en,6,Climate Change and Health Impacts,Environmental Science,"Health, Toxicology and Mutagenesis",Earth System Governance,True,https://doi.org/10.1016/j.esg.2024.100220,Short-termism in urban development: The commercial determinants of planetary health,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4406183270,https://doi.org/10.1177/14705931251313778,,,2025,2020s,article,,False,en,6,Sustainable Supply Chain Management,"Business, Management and Accounting",Strategy and Management,Marketing Theory,True,https://journals.sagepub.com/doi/pdf/10.1177/14705931251313778?download=true,Convivial circularities for degrowth: The case of upcycling,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4409084298,https://doi.org/10.21926/rpse.2502007,,,2025,2020s,article,,False,en,6,Political Conflict and Governance,Social Sciences,Sociology and Political Science,Recent Progress in Science and Engineering,True,https://doi.org/10.21926/rpse.2502007,"Entropy and War, Toy Models",W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4409295235,https://doi.org/10.21511/ee.16(1).2025.09,,,2025,2020s,article,,False,en,6,Environmental Impact and Sustainability,Environmental Science,Environmental Engineering,Environmental Economics,True,https://www.businessperspectives.org/images/pdf/applications/publishing/templates/article/assets/21991/EE_2022_01_Kálmán.pdf,Sustainable economic goals based on determinants of resource productivity in the Netherlands and Hungary,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4409668440,https://doi.org/10.1111/joes.12690,,,2025,2020s,article,,False,en,6,Experimental Behavioral Economics Studies,Social Sciences,Safety Research,Journal of Economic Surveys,False,,Sustainable and Resilient Governance of Common‐Pool Resources: A Critical Analysis of Non‐Cooperative and Cooperative Game Theory Applications,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4409901453,https://doi.org/10.1177/13684310251336133,,,2025,2020s,article,,False,en,6,Political and Economic history of UK and US,Social Sciences,Political Science and International Relations,European Journal of Social Theory,True,https://doi.org/10.1177/13684310251336133,"A crisis of crisis management: The polycrisis, the organization of pessimism, and the defensive turn",W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4412434634,https://doi.org/10.1016/j.jnc.2025.127015,,,2025,2020s,article,,False,en,6,Climate Change Policy and Economics,"Economics, Econometrics and Finance",Economics and Econometrics,Journal for Nature Conservation,False,,Does global warming affect the ecological surplus?,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4413766618,https://doi.org/10.1186/s40410-025-00281-9,,,2025,2020s,article,,False,en,6,Diverse Aspects of Tourism Research,Social Sciences,Sociology and Political Science,City Territory and Architecture,True,https://cityterritoryarchitecture.springeropen.com/counter/pdf/10.1186/s40410-025-00281-9,"A methodological perspective on understanding overtourism in Mediterranean Islands. The case of Sardinia region, Italy",W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4285685048,https://doi.org/10.1007/978-3-662-63376-2_14,,,2022,2020s,book-chapter,,False,de,5,Sociology and Education Studies,Social Sciences,Sociology and Political Science,Kindheit - Bildung - Erziehung. Philosophische Perspektiven,False,,Das Thema Nachhaltigkeit im Generationenvergleich,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4376150885,https://doi.org/10.4102/ve.v44i1.2701,,,2023,2020s,article,,False,en,5,"Religion, Ecology, and Ethics",Social Sciences,Sociology and Political Science,Verbum et Ecclesia,True,https://doi.org/10.4102/ve.v44i1.2701,Mobilising towards environmental sustainability – challenges and chances for churches in Germany,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4382182482,https://doi.org/10.1017/s0963180123000361,,https://pubmed.ncbi.nlm.nih.gov/37366112,2023,2020s,article,,False,en,5,Environmental Philosophy and Ethics,Environmental Science,Nature and Landscape Conservation,Cambridge Quarterly of Healthcare Ethics,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/D233E1F7E77F516813FA2A5E78F0642D/S0963180123000361a.pdf/div-class-title-justainability-div.pdf,Justainability,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4385840521,https://doi.org/10.3390/land12081603,,,2023,2020s,article,,False,en,5,Global Energy and Sustainability Research,Energy,"Renewable Energy, Sustainability and the Environment",Land,True,https://www.mdpi.com/2073-445X/12/8/1603/pdf?version=1692061919,Energy and the Macrodynamics of Agrarian Societies,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4393210518,https://doi.org/10.1016/j.ecolecon.2024.108190,,,2024,2020s,review,,False,en,5,Sustainable Development and Environmental Policy,Environmental Science,"Management, Monitoring, Policy and Law",Ecological Economics,True,https://doi.org/10.1016/j.ecolecon.2024.108190,To spend or to avoid? A critical review on the role of money in aiming for sufficiency.,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4401879985,https://doi.org/10.1080/09593985.2024.2395486,,https://pubmed.ncbi.nlm.nih.gov/39186496,2024,2020s,article,,False,en,5,Climate Change and Health Impacts,Environmental Science,"Health, Toxicology and Mutagenesis",Physiotherapy Theory and Practice,True,https://www.tandfonline.com/doi/pdf/10.1080/09593985.2024.2395486?needAccess=true,"Advancing the deliberate implementation of the concept of sustainability and its alternatives in physical therapy research, practice, and education",W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4402795350,https://doi.org/10.1007/s11615-024-00569-4,,,2024,2020s,article,,False,en,5,Qualitative Comparative Analysis Research,Social Sciences,Sociology and Political Science,Politische Vierteljahresschrift,True,https://link.springer.com/content/pdf/10.1007/s11615-024-00569-4.pdf,Big Data and Ideational Institutionalism. Reconsidering the Possibilities and Limitations of Google Ngram in the Study of Ideas,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4402839249,https://doi.org/10.1016/j.futures.2024.103479,,,2024,2020s,article,,False,en,5,"Energy, Environment, and Transportation Policies",Energy,"Renewable Energy, Sustainability and the Environment",Futures,True,https://doi.org/10.1016/j.futures.2024.103479,Planning for a future free from rebound effects,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4409546086,https://doi.org/10.3390/su17083650,,,2025,2020s,article,,False,en,5,Social Science and Policy Research,Social Sciences,General Social Sciences,Sustainability,True,https://www.mdpi.com/2071-1050/17/8/3650/pdf?version=1744901984,"Governance, Education, and Sustainable Development: A Comparative Analysis in Central and Eastern Europe",W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4410382729,https://doi.org/10.1016/j.erss.2025.104084,,,2025,2020s,article,,False,en,5,Hybrid Renewable Energy Systems,Energy,Energy Engineering and Power Technology,Energy Research & Social Science,True,https://doi.org/10.1016/j.erss.2025.104084,Imagining a hydrogen economy: From grand technological utopia to enabler of the energy transition in three waves since the 1970s,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4410523526,https://doi.org/10.1017/sus.2025.21,,,2025,2020s,article,,False,en,5,"Economic, financial, and policy analysis","Economics, Econometrics and Finance","General Economics, Econometrics and Finance",Global Sustainability,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/95925B186BBA3A9675127480B103FCC1/S2059479825000213a.pdf/div-class-title-polycrisis-patterns-applying-system-archetypes-to-crisis-interactions-div.pdf,Polycrisis patterns: applying system archetypes to crisis interactions,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4411020572,https://doi.org/10.3917/e.jie.038.0001,,,2022,2020s,article,,False,en,5,Bioeconomy and Sustainability Development,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,Journal of Innovation Economics & Management,True,https://shs.cairn.info/article/E_JIE_038_0001/pdf?lang=en,"For an Institutionalist Approach to the Bioeconomy: Innovation, Green Growth and the Rise of New Development Models",W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4414079205,https://doi.org/10.1016/j.ecolind.2025.114151,,,2025,2020s,article,,False,en,5,Water Resources and Sustainability,Environmental Science,Water Science and Technology,Ecological Indicators,True,https://doi.org/10.1016/j.ecolind.2025.114151,Coupling coordination between resource and environmental carrying capacity and social development quality and its influence mechanism,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W2589401293,https://doi.org/10.1080/09644016.2017.1291141,2589401293,,2017,2010s,article,,False,en,4,Earth Systems and Cosmic Evolution,Earth and Planetary Sciences,Atmospheric Science,Environmental Politics,False,,Ecological scenario planning and the question of the best regime in the political theory of Hans Jonas,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4200169099,https://doi.org/10.18601/01245996.v24n46.02,,,2021,2020s,article,,False,es,4,Economic Theory and Policy,"Economics, Econometrics and Finance","General Economics, Econometrics and Finance",Revista de Economía Institucional,True,https://revistas.uexternado.edu.co/index.php/ecoins/article/download/7623/10668,¿Qué es la economía? Una disciplina política para el mundo real,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4239675424,https://doi.org/10.1080/10485230209509610,,,2002,2000s,article,,False,en,4,Global Energy and Sustainability Research,Energy,"Renewable Energy, Sustainability and the Environment",Strategic Planning for Energy and the Environment,False,,Hype or Holy Grail? The Future of Hydrogen in Transportation,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4297147142,https://doi.org/10.3390/businesses2040024,,,2022,2020s,article,,False,en,4,Construction Project Management and Performance,Decision Sciences,Management Science and Operations Research,Businesses,True,https://www.mdpi.com/2673-7116/2/4/24/pdf?version=1664350752,Using System Dynamics Method to Measure Project Management Performance of Local Government Agencies,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4365508883,https://doi.org/10.1162/glep_a_00714,,,2023,2020s,article,,False,en,4,"Defense, Military, and Policy Studies","Economics, Econometrics and Finance",Economics and Econometrics,Global Environmental Politics,False,,"Degrowth, Air Travel, and Global Environmental Governance: Scaffolding a Multilateral Agreement for a Smaller and More Sustainable Aviation Sector",W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4384788973,https://doi.org/10.1007/978-981-99-2637-4_8,,,2023,2020s,book-chapter,,False,en,4,Psychological Well-being and Life Satisfaction,Psychology,Social Psychology,,False,,A New Economy for Happiness,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4388974199,https://doi.org/10.3389/fbloc.2023.1298330,,,2023,2020s,article,,False,en,4,Complex Systems and Time Series Analysis,"Economics, Econometrics and Finance",Economics and Econometrics,Frontiers in Blockchain,True,https://www.frontiersin.org/articles/10.3389/fbloc.2023.1298330/pdf?isPublishedV2=False,"Decentralized token economy theory (DeTEcT): token pricing, stability and governance for token economies",W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4389673746,https://doi.org/10.1051/e3sconf/202346005012,,,2023,2020s,article,,False,en,4,Business and Economic Development,Environmental Science,"Management, Monitoring, Policy and Law",E3S Web of Conferences,True,https://www.e3s-conferences.org/articles/e3sconf/pdf/2023/97/e3sconf_bft2023_05012.pdf,"Aligning the environmental and social values of the sustainable development concepts, Industry 5.0 and Society 5.0",W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4390404062,https://doi.org/10.3390/su16010331,,,2023,2020s,article,,False,en,4,"Innovation, Sustainability, Human-Machine Systems",Social Sciences,Sociology and Political Science,Sustainability,True,https://www.mdpi.com/2071-1050/16/1/331/pdf?version=1703856753,The Six Critical Determinants That May Act as Human Sustainability Boundaries on Climate Change Action,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4393203798,https://doi.org/10.1016/j.jclepro.2024.141977,,,2024,2020s,article,,False,en,4,Water Resources and Sustainability,Environmental Science,Water Science and Technology,Journal of Cleaner Production,True,https://doi.org/10.1016/j.jclepro.2024.141977,Resource and environmental carrying capacity study of Kubai Coalfield in Xinjiang based on RS and GIS,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4394691554,https://doi.org/10.1080/02580136.2023.2275232,,,2024,2020s,article,,False,en,4,Climate Change and Geoengineering,Environmental Science,Global and Planetary Change,South African Journal of Philosophy,True,https://research.aalto.fi/en/publications/351f84b3-9269-4fa2-b2c6-8ad5ec73c933,Why it is rational to expect the horrible – The future of humanity and climate change,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4394756648,https://doi.org/10.1080/08003831.2024.2334176,,,2024,2020s,article,,False,en,4,"Innovation, Sustainability, Human-Machine Systems",Social Sciences,Sociology and Political Science,Acta Borealia,True,https://www.tandfonline.com/doi/pdf/10.1080/08003831.2024.2334176?download=true,Peripheral sustainability expertise on technology: an autoethnography amidst the polycrisis,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4400448648,https://doi.org/10.3390/su16145838,,,2024,2020s,article,,False,en,4,Sustainable Supply Chain Management,"Business, Management and Accounting",Strategy and Management,Sustainability,True,https://www.mdpi.com/2071-1050/16/14/5838/pdf,The Procurement 4.0 Contributions to Circular Economy,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4400449535,https://doi.org/10.3390/world5030028,,,2024,2020s,article,,False,en,4,Ecosystem dynamics and resilience,Environmental Science,Global and Planetary Change,World,True,https://www.mdpi.com/2673-4060/5/3/28/pdf?version=1720165205,Dissipative Structure Analysis and Ecological Disorganization: A Critique Drawn from Ecological Marxist and Treadmill-of-Production Approaches,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4402140838,https://doi.org/10.1080/10407413.2024.2397764,,,2024,2020s,article,,False,en,4,"Innovation, Sustainability, Human-Machine Systems",Social Sciences,Sociology and Political Science,Ecological Psychology,True,https://doi.org/10.1080/10407413.2024.2397764,Conceptualizing the Environment in a Time of Ecological Collapse,W2079238586|W3145345180,2
meadows_1972_limits_to_growth,https://openalex.org/W4403483644,https://doi.org/10.1007/978-3-030-87624-1_332-1,,,2024,2020s,book-chapter,,False,en,4,Climate Change Communication and Perception,Social Sciences,Sociology and Political Science,,False,,Climate Change Denialism: Science and Power Struggle in the Public Sphere,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4403688142,https://doi.org/10.20542/0131-2227-2024-68-9-89-100,,,2024,2020s,article,,False,en,4,Arctic and Russian Policy Studies,Social Sciences,Sociology and Political Science,World Economy and International Relations,False,,Concept of “Ecological Civilization” as a Foundation of China’s “Green” Strategy,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4404693641,https://doi.org/10.3390/en17235909,,,2024,2020s,article,,False,en,4,Climate Change Policy and Economics,"Economics, Econometrics and Finance",Economics and Econometrics,Energies,True,https://www.mdpi.com/1996-1073/17/23/5909/pdf?version=1732531367,Effects of Social and Economic Development on CO2 Emissions in the Countries of the Visegrad Group,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4406978573,https://doi.org/10.1016/j.physa.2025.130412,,,2025,2020s,article,,False,lv,4,Global Energy and Sustainability Research,Energy,"Renewable Energy, Sustainability and the Environment",Physica A Statistical Mechanics and its Applications,True,https://doi.org/10.1016/j.physa.2025.130412,"The end of hyperbolic growth in human population and CO<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si14.svg"" display=""inline"" id=""d1e813""><mml:msub><mml:mrow/><mml:mrow><mml:mn>2</mml:mn></mml:mrow></mml:msub></mml:math> emissions",W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4408408105,https://doi.org/10.1016/j.esg.2025.100249,,,2025,2020s,article,,False,en,4,Coastal and Marine Management,Environmental Science,"Management, Monitoring, Policy and Law",Earth System Governance,True,https://doi.org/10.1016/j.esg.2025.100249,Exploring plausible future scenarios of deep seabed mining in international waters,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4411731549,https://doi.org/10.36543/kauiibfd.2025.007,,,2025,2020s,article,,False,en,4,Global Health Care Issues,Health Professions,General Health Professions,Kafkas Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi,True,https://dergipark.org.tr/en/download/article-file/4527537,ANALYZING THE AGEING POPULATION AND HEALTHCARE EXPENDITURES FROM AN ENVIRONMENTAL SUSTAINABILITY PERSPECTIVE FOR THE EU COUNTRIES: A SPATIAL APPROACH,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4415848367,https://doi.org/10.1007/s43621-025-02088-7,,,2025,2020s,article,,False,en,4,Global Energy and Sustainability Research,Energy,"Renewable Energy, Sustainability and the Environment",Discover Sustainability,True,https://link.springer.com/content/pdf/10.1007/s43621-025-02088-7.pdf,"Correlation analysis of population, energy consumption and overshoot day global trends",W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W2918169858,https://doi.org/10.1007/978-3-030-04711-5_2,2918169858,,2019,2010s,book-chapter,,False,en,3,Urban Design and Spatial Analysis,Engineering,Building and Construction,,False,,"Reconnecting Cities with Nature, Building Resilience at the Urban Scale",W2079238586|W3145345180,2
meadows_1972_limits_to_growth,https://openalex.org/W3110338892,https://doi.org/10.3917/rce.026.0208,3110338892,,2020,2020s,article,,False,fr,3,Agriculture and Rural Development Research,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",Regards croisés sur l'économie/Regards croisés sur l'économie,False,,Y-a-t-il des limites à la croissance ? Le « Rapport Meadows » et ses prolongements actuels,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4310772118,https://doi.org/10.32920/ihtp.v2i3.1713,,,2022,2020s,article,,False,fr,3,Climate Change and Health Impacts,Environmental Science,"Health, Toxicology and Mutagenesis",International Health Trends and Perspectives,True,https://journals.library.torontomu.ca/index.php/ihtp/article/download/1713/1586,Agir pour la santé de la planète en intégrant une démarche écoresponsable dans les cabinets : une expérimentation française en cabinet dentaire/ Acting for planetary health by integrating an eco-responsible approach in practices : A french experiment in dental practice,W2079238586|W3145345180,2
meadows_1972_limits_to_growth,https://openalex.org/W4316618000,https://doi.org/10.1007/978-3-031-19189-3_5,,,2022,2020s,book-chapter,,False,en,3,Evolutionary Psychology and Human Behavior,Psychology,Experimental and Cognitive Psychology,,False,,Epistemological and Methodological Challenges of Subjectivity,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4376135489,https://doi.org/10.1080/2329194x.2023.2209889,,,2023,2020s,article,,False,en,3,"Economic, financial, and policy analysis","Economics, Econometrics and Finance","General Economics, Econometrics and Finance",The Japanese Political Economy,False,,Secular stagnation and fiscal crisis in the United States and China,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4383227824,https://doi.org/10.1163/9789004509382_003,,,2023,2020s,book-chapter,,False,en,3,International Maritime Law Issues,Environmental Science,"Management, Monitoring, Policy and Law",,True,https://brill.com/downloadpdf/book/9789004509382/BP000012.pdf,The Historical Perspective,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4398236608,https://doi.org/10.1177/0958305x241251464,,,2024,2020s,article,,False,en,3,Energy Load and Power Forecasting,Engineering,Electrical and Electronic Engineering,Energy & Environment,True,https://journals.sagepub.com/doi/pdf/10.1177/0958305X241251464?download=true,Indian energy policies amidst urban population and economic growth: Sourcing evidence from time-frequency domain analysis,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4400879033,https://doi.org/10.1007/s41358-024-00379-5,,,2024,2020s,article,,False,en,3,Climate Change Policy and Economics,"Economics, Econometrics and Finance",Economics and Econometrics,Zeitschrift für Politikwissenschaft,True,https://link.springer.com/content/pdf/10.1007/s41358-024-00379-5.pdf,Next stop carbon dioxide removal? German climate policies and the risky road to negative emission technologies,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W4404299415,https://doi.org/10.1162/glep_a_00765,,,2024,2020s,article,,False,en,3,Sustainable Development and Environmental Policy,Environmental Science,"Management, Monitoring, Policy and Law",Global Environmental Politics,False,,From Apocalypse to Empowerment: Reframing Climate Action,W2079238586,1
